0,5.3191,160.37,-38
0.01,5.3211,160.37,-38
0.02,5.3241,160.37,-38
0.03,5.328,160.37,-38
0.04,5.333,160.37,-38
0.05,5.3389,160.36,-38
0.06,5.3458,160.36,-38
0.07,5.3536,160.36,-38
0.08,5.3625,160.36,-38
0.09,5.3723,160.36,-38
0.1,5.3831,160.36,-38
0.11,5.3948,160.35,-38
0.12,5.4075,160.35,-38
0.13,5.4212,160.35,-38
0.14,5.4358,160.35,-38
0.15,5.4513,160.34,-38
0.16,5.4678,160.34,-38
0.17,5.4853,160.33,-38
0.18,5.5036,160.33,-38
0.19,5.5229,160.32,-38
0.2,5.5431,160.32,-38
0.21,5.5642,160.31,-38
0.22,5.5863,160.31,-38
0.23,5.6092,160.3,-38
0.24,5.633,160.29,-38
0.25,5.6578,160.28,-38
0.26,5.6834,160.28,-38
0.27,5.71,160.27,-38
0.28,5.7375,160.26,-38
0.29,5.7641,160.25,-38
0.3,5.7915,160.24,-38
0.31,5.8181,160.23,-38
0.32,5.8456,160.22,-38
0.33,5.8721,160.22,-38
0.34,5.8996,160.21,-38
0.35,5.9261,160.2,-38
0.36,5.9535,160.19,-38
0.37,5.98,160.18,-38
0.38,6.0073,160.17,-38
0.39,6.0337,160.16,-38
0.4,6.0611,160.16,-38
0.41,6.0875,160.15,-38
0.42,6.1148,160.14,-38
0.43,6.1412,160.13,-38
0.44,6.1685,160.12,-38
0.45,6.1948,160.11,-38
0.46,6.2221,160.1,-38
0.47,6.2484,160.1,-38
0.48,6.2756,160.09,-38
0.49,6.3019,160.08,-38
0.5,6.3291,160.07,-38
0.51,6.3553,160.06,-38
0.52,6.3825,160.05,-38
0.53,6.4087,160.04,-38
0.54,6.4358,160.04,-38
0.55,6.462,160.03,-38
0.56,6.4891,160.02,-38
0.57,6.5153,160.01,-38
0.58,6.5424,160,-38
0.59,6.5685,159.99,-38
0.6,6.5956,159.98,-38
0.61,6.6217,159.98,-38
0.62,6.6487,159.97,-38
0.63,6.6748,159.96,-38
0.64,6.7017,159.95,-38
0.65,6.7278,159.94,-38
0.66,6.7547,159.93,-38
0.67,6.7808,159.93,-38
0.68,6.8077,159.92,-38
0.69,6.8337,159.91,-38
0.7,6.8606,159.9,-38
0.71,6.8866,159.89,-38
0.72,6.9134,159.88,-38
0.73,6.9394,159.87,-38
0.74,6.9662,159.87,-38
0.75,6.9921,159.86,-38
0.76,7.0189,159.85,-38
0.77,7.0449,159.84,-38
0.78,7.0716,159.83,-38
0.79,7.0975,159.82,-38
0.8,7.1242,159.82,-38
0.81,7.1501,159.81,-38
0.82,7.1768,159.8,-38
0.83,7.2026,159.79,-38
0.84,7.2293,159.78,-38
0.85,7.2551,159.77,-38
0.86,7.2818,159.76,-38
0.87,7.3075,159.76,-38
0.88,7.3342,159.75,-38
0.89,7.3599,159.74,-38
0.9,7.3865,159.73,-38
0.91,7.4122,159.72,-38
0.92,7.4388,159.71,-38
0.93,7.4645,159.71,-38
0.94,7.491,159.7,-38
0.95,7.5167,159.69,-38
0.96,7.5432,159.68,-38
0.97,7.5689,159.67,-38
0.98,7.5954,159.66,-38
0.99,7.621,159.66,-38
1,7.6474,159.65,-38
1.01,7.6731,159.64,-38
1.02,7.6995,159.63,-38
1.03,7.725,159.62,-38
1.04,7.7514,159.61,-38
1.05,7.777,159.6,-38
1.06,7.8034,159.6,-38
1.07,7.8289,159.59,-38
1.08,7.8552,159.58,-38
1.09,7.8808,159.57,-38
1.1,7.9071,159.56,-38
1.11,7.9326,159.55,-38
1.12,7.9588,159.55,-38
1.13,7.9843,159.54,-38
1.14,8.0106,159.53,-38
1.15,8.036,159.52,-38
1.16,8.0622,159.51,-38
1.17,8.0877,159.5,-38
1.18,8.1139,159.5,-38
1.19,8.1393,159.49,-38
1.2,8.1654,159.48,-38
1.21,8.1908,159.47,-38
1.22,8.217,159.46,-38
1.23,8.2423,159.45,-38
1.24,8.2685,159.45,-38
1.25,8.2938,159.44,-38
1.26,8.3199,159.43,-38
1.27,8.3452,159.42,-38
1.28,8.3713,159.41,-38
1.29,8.3966,159.4,-38
1.3,8.4226,159.4,-38
1.31,8.4479,159.39,-38
1.32,8.4739,159.38,-38
1.33,8.4992,159.37,-38
1.34,8.5251,159.36,-38
1.35,8.5504,159.35,-38
1.36,8.5763,159.35,-38
1.37,8.6016,159.34,-38
1.38,8.6275,159.33,-38
1.39,8.6527,159.32,-38
1.4,8.6786,159.31,-38
1.41,8.7038,159.3,-38
1.42,8.7297,159.3,-38
1.43,8.7548,159.29,-38
1.44,8.7807,159.28,-38
1.45,8.8058,159.27,-38
1.46,8.8316,159.26,-38
1.47,8.8567,159.25,-38
1.48,8.8826,159.25,-38
1.49,8.9077,159.24,-38
1.5,8.9335,159.23,-38
1.51,8.9585,159.22,-38
1.52,8.9843,159.21,-38
1.53,9.0093,159.21,-38
1.54,9.0351,159.2,-38
1.55,9.0601,159.19,-38
1.56,9.0858,159.18,-38
1.57,9.1109,159.17,-38
1.58,9.1366,159.16,-38
1.59,9.1615,159.16,-38
1.6,9.1872,159.15,-38
1.61,9.2122,159.14,-38
1.62,9.2378,159.13,-38
1.63,9.2628,159.12,-38
1.64,9.2884,159.11,-38
1.65,9.3134,159.11,-38
1.66,9.339,159.1,-38
1.67,9.3639,159.09,-38
1.68,9.3895,159.08,-38
1.69,9.4144,159.07,-38
1.7,9.4399,159.06,-38
1.71,9.4648,159.06,-38
1.72,9.4904,159.05,-38
1.73,9.5152,159.04,-38
1.74,9.5407,159.03,-38
1.75,9.5656,159.02,-38
1.76,9.5911,159.02,-38
1.77,9.6159,159.01,-38
1.78,9.6414,159,-38
1.79,9.6662,158.99,-38
1.8,9.6916,158.98,-38
1.81,9.7164,158.97,-38
1.82,9.7419,158.97,-38
1.83,9.7666,158.96,-38
1.84,9.792,158.95,-38
1.85,9.8168,158.94,-38
1.86,9.8422,158.93,-38
1.87,9.8669,158.93,-38
1.88,9.8923,158.92,-38
1.89,9.917,158.91,-38
1.9,9.9424,158.9,-38
