0,-6.2446,151.61,-38
0.01,-6.2426,151.61,-38
0.02,-6.2396,151.61,-38
0.03,-6.2357,151.61,-38
0.04,-6.2307,151.61,-38
0.05,-6.2248,151.61,-38
0.06,-6.2179,151.61,-38
0.07,-6.21,151.61,-38
0.08,-6.2011,151.61,-38
0.09,-6.1912,151.61,-38
0.1,-6.1803,151.6,-38
0.11,-6.1685,151.6,-38
0.12,-6.1556,151.6,-38
0.13,-6.1418,151.6,-38
0.14,-6.127,151.6,-38
0.15,-6.1111,151.59,-38
0.16,-6.0943,151.59,-38
0.17,-6.0765,151.59,-38
0.18,-6.0578,151.59,-38
0.19,-6.038,151.58,-38
0.2,-6.0172,151.58,-38
0.21,-5.9955,151.58,-38
0.22,-5.9728,151.57,-38
0.23,-5.9491,151.57,-38
0.24,-5.9244,151.57,-38
0.25,-5.8987,151.56,-38
0.26,-5.872,151.56,-38
0.27,-5.8444,151.55,-38
0.28,-5.8158,151.55,-38
0.29,-5.7862,151.54,-38
0.3,-5.7556,151.54,-38
0.31,-5.7241,151.53,-38
0.32,-5.6916,151.53,-38
0.33,-5.6595,151.52,-38
0.34,-5.627,151.52,-38
0.35,-5.5951,151.51,-38
0.36,-5.5624,151.5,-38
0.37,-5.5306,151.5,-38
0.38,-5.4979,151.49,-38
0.39,-5.4661,151.49,-38
0.4,-5.4335,151.48,-38
0.41,-5.4019,151.47,-38
0.42,-5.3692,151.47,-38
0.43,-5.3376,151.46,-38
0.44,-5.3051,151.46,-38
0.45,-5.2735,151.45,-38
0.46,-5.241,151.45,-38
0.47,-5.2095,151.44,-38
0.48,-5.1771,151.43,-38
0.49,-5.1457,151.43,-38
0.5,-5.1133,151.42,-38
0.51,-5.0819,151.42,-38
0.52,-5.0496,151.41,-38
0.53,-5.0182,151.41,-38
0.54,-4.9859,151.4,-38
0.55,-4.9546,151.39,-38
0.56,-4.9225,151.39,-38
0.57,-4.8913,151.38,-38
0.58,-4.8591,151.38,-38
0.59,-4.8279,151.37,-38
0.6,-4.7958,151.37,-38
0.61,-4.7647,151.36,-38
0.62,-4.7326,151.35,-38
0.63,-4.7015,151.35,-38
0.64,-4.6696,151.34,-38
0.65,-4.6386,151.34,-38
0.66,-4.6066,151.33,-38
0.67,-4.5756,151.33,-38
0.68,-4.5438,151.32,-38
0.69,-4.5129,151.32,-38
0.7,-4.4811,151.31,-38
0.71,-4.4502,151.3,-38
0.72,-4.4184,151.3,-38
