0,-1.1728,153.17,-38
0.01,-1.1708,153.17,-38
0.02,-1.1679,153.17,-38
0.03,-1.1639,153.17,-38
0.04,-1.1589,153.16,-38
0.05,-1.153,153.16,-38
0.06,-1.146,153.16,-38
0.07,-1.138,153.16,-38
0.08,-1.1291,153.16,-38
0.09,-1.1192,153.16,-38
0.1,-1.1083,153.16,-38
0.11,-1.0964,153.16,-38
0.12,-1.0835,153.16,-38
0.13,-1.0696,153.15,-38
0.14,-1.0547,153.15,-38
0.15,-1.0389,153.15,-38
0.16,-1.0221,153.15,-38
0.17,-1.0043,153.14,-38
0.18,-0.98556,153.14,-38
0.19,-0.96583,153.14,-38
0.2,-0.94513,153.13,-38
0.21,-0.92345,153.13,-38
0.22,-0.9008,153.13,-38
0.23,-0.87718,153.12,-38
0.24,-0.85258,153.12,-38
0.25,-0.82702,153.11,-38
0.26,-0.80048,153.11,-38
0.27,-0.77298,153.1,-38
0.28,-0.74451,153.1,-38
0.29,-0.71507,153.09,-38
0.3,-0.68468,153.09,-38
0.31,-0.65333,153.08,-38
0.32,-0.62103,153.08,-38
0.33,-0.58822,153.07,-38
0.34,-0.55615,153.06,-38
0.35,-0.52316,153.06,-38
0.36,-0.49115,153.05,-38
0.37,-0.45819,153.04,-38
0.38,-0.42623,153.04,-38
0.39,-0.39332,153.03,-38
0.4,-0.36141,153.02,-38
0.41,-0.32855,153.02,-38
0.42,-0.29669,153.01,-38
0.43,-0.26387,153,-38
0.44,-0.23206,153,-38
0.45,-0.19929,152.99,-38
0.46,-0.16753,152.98,-38
0.47,-0.13481,152.98,-38
0.48,-0.10309,152.97,-38
0.49,-0.070425,152.96,-38
0.5,-0.038758,152.96,-38
0.51,-0.0061329,152.95,-38
0.52,0.025493,152.94,-38
0.53,0.058061,152.94,-38
0.54,0.08963,152.93,-38
0.55,0.12216,152.92,-38
0.56,0.1537,152.92,-38
0.57,0.18617,152.91,-38
0.58,0.21764,152.9,-38
0.59,0.25008,152.9,-38
0.6,0.28152,152.89,-38
0.61,0.31389,152.88,-38
0.62,0.34526,152.88,-38
0.63,0.37762,152.87,-38
0.64,0.40898,152.86,-38
0.65,0.44124,152.86,-38
0.66,0.4725,152.85,-38
0.67,0.50476,152.85,-38
0.68,0.53603,152.84,-38
0.69,0.5682,152.83,-38
0.7,0.59937,152.83,-38
0.71,0.63154,152.82,-38
0.72,0.66271,152.81,-38
0.73,0.69479,152.81,-38
0.74,0.72587,152.8,-38
0.75,0.75794,152.79,-38
0.76,0.78902,152.79,-38
0.77,0.82101,152.78,-38
0.78,0.852,152.77,-38
0.79,0.88398,152.77,-38
0.8,0.91497,152.76,-38
0.81,0.94686,152.76,-38
