0,-5.5591,167.41,-38
0.01,-5.5572,167.42,-38
0.02,-5.5542,167.42,-38
0.03,-5.5502,167.42,-38
0.04,-5.5453,167.42,-38
0.05,-5.5393,167.42,-38
0.06,-5.5324,167.42,-38
0.07,-5.5244,167.42,-38
0.08,-5.5155,167.42,-38
0.09,-5.5055,167.42,-38
0.1,-5.4946,167.42,-38
0.11,-5.4826,167.42,-38
0.12,-5.4697,167.42,-38
0.13,-5.4558,167.43,-38
0.14,-5.4408,167.43,-38
0.15,-5.4249,167.43,-38
0.16,-5.408,167.43,-38
0.17,-5.39,167.43,-38
0.18,-5.3711,167.43,-38
0.19,-5.3512,167.43,-38
0.2,-5.3302,167.43,-38
0.21,-5.3083,167.43,-38
0.22,-5.2854,167.44,-38
0.23,-5.2616,167.44,-38
0.24,-5.2368,167.44,-38
0.25,-5.2111,167.44,-38
0.26,-5.1848,167.43,-38
0.27,-5.1587,167.43,-38
0.28,-5.1324,167.43,-38
0.29,-5.1064,167.43,-38
0.3,-5.0802,167.43,-38
0.31,-5.0542,167.43,-38
0.32,-5.0281,167.43,-38
0.33,-5.0023,167.42,-38
0.34,-4.9763,167.42,-38
0.35,-4.9505,167.42,-38
0.36,-4.9245,167.42,-38
0.37,-4.8988,167.42,-38
0.38,-4.8729,167.42,-38
0.39,-4.8472,167.42,-38
0.4,-4.8213,167.41,-38
0.41,-4.7956,167.41,-38
0.42,-4.7697,167.41,-38
0.43,-4.7441,167.41,-38
0.44,-4.7183,167.41,-38
0.45,-4.6927,167.41,-38
0.46,-4.6669,167.41,-38
0.47,-4.6413,167.4,-38
0.48,-4.6156,167.4,-38
0.49,-4.59,167.4,-38
0.5,-4.5643,167.4,-38
0.51,-4.5388,167.4,-38
0.52,-4.5131,167.4,-38
0.53,-4.4877,167.39,-38
0.54,-4.462,167.39,-38
0.55,-4.4366,167.39,-38
0.56,-4.411,167.39,-38
0.57,-4.3856,167.39,-38
0.58,-4.36,167.38,-38
0.59,-4.3346,167.38,-38
0.6,-4.3091,167.38,-38
0.61,-4.2838,167.38,-38
0.62,-4.2583,167.38,-38
0.63,-4.233,167.37,-38
0.64,-4.2075,167.37,-38
0.65,-4.1822,167.37,-38
0.66,-4.1568,167.37,-38
0.67,-4.1316,167.37,-38
0.68,-4.1062,167.36,-38
0.69,-4.081,167.36,-38
0.7,-4.0556,167.36,-38
0.71,-4.0304,167.36,-38
0.72,-4.0051,167.36,-38
0.73,-3.98,167.35,-38
0.74,-3.9547,167.35,-38
0.75,-3.9296,167.35,-38
0.76,-3.9043,167.35,-38
0.77,-3.8793,167.35,-38
0.78,-3.8541,167.34,-38
0.79,-3.829,167.34,-38
0.8,-3.8038,167.34,-38
0.81,-3.7788,167.34,-38
0.82,-3.7537,167.33,-38
0.83,-3.7287,167.33,-38
0.84,-3.7036,167.33,-38
0.85,-3.6786,167.33,-38
0.86,-3.6536,167.33,-38
0.87,-3.6287,167.32,-38
0.88,-3.6036,167.32,-38
0.89,-3.5787,167.32,-38
0.9,-3.5537,167.32,-38
0.91,-3.5289,167.31,-38
0.92,-3.5039,167.31,-38
0.93,-3.4791,167.31,-38
0.94,-3.4541,167.31,-38
0.95,-3.4294,167.3,-38
0.96,-3.4045,167.3,-38
0.97,-3.3797,167.3,-38
0.98,-3.3548,167.29,-38
0.99,-3.3301,167.29,-38
1,-3.3053,167.29,-38
1.01,-3.2806,167.29,-38
1.02,-3.2558,167.28,-38
1.03,-3.2311,167.28,-38
1.04,-3.2064,167.28,-38
1.05,-3.1818,167.28,-38
1.06,-3.157,167.27,-38
1.07,-3.1324,167.27,-38
1.08,-3.1078,167.27,-38
1.09,-3.0832,167.26,-38
1.1,-3.0585,167.26,-38
1.11,-3.034,167.26,-38
1.12,-3.0094,167.26,-38
1.13,-2.9849,167.25,-38
1.14,-2.9603,167.25,-38
1.15,-2.9358,167.25,-38
1.16,-2.9113,167.24,-38
1.17,-2.8868,167.24,-38
1.18,-2.8623,167.24,-38
1.19,-2.8379,167.24,-38
1.2,-2.8134,167.23,-38
1.21,-2.789,167.23,-38
1.22,-2.7646,167.23,-38
1.23,-2.7402,167.22,-38
